osm_id,name,lat,lon,hie_visual_detected,hie_confidence,hie_det_lat,hie_det_lon,hie_offset_m,naip_status
368990814,Thomson Heliport,40.0459309,-76.2807912,False,0.0,,,,ok
368990845,Hamilton Bank Heliport,40.0875964,-76.353849,False,0.0,,,,ok
368990864,Jameson Memorial Hospital Heliport,40.0131292,-80.3622877,False,0.0,,,,ok
368990886,York Electro-Panel Heliport,40.0334301,-76.6663553,True,0.7633382081985474,40.033605551401365,-76.66665594186729,32.18349333358083,ok
368990951,Boeing-Vertol Company Center Three South Heliport,39.8592794,-75.3196324,True,0.7672886848449707,39.85939449611929,-75.31934349360343,27.78298655874023,ok
368991047,Helfricks Heliport,40.8548085,-76.5238435,False,0.0,,,,ok
368991230,Leeds and Northrup Company Heliport,40.2167737,-75.278787,False,0.0,,,,ok
368991237,Crouse Company Heliport,40.2320451,-75.5304581,False,0.0,,,,ok
368991257,Smith Heliport,40.2797795,-76.53901,True,0.5024919509887695,40.27979072888969,-76.53904679689528,3.361946207066417,ok
368991261,Williams Grove Heliport,40.1500912,-77.0330331,False,0.0,,,,ok
368991273,Worcester Heliport,40.1917722,-75.3774018,False,0.0,,,,ok
368991283,Upper Gwynedd Township Police Heliport,40.211218,-75.2871207,True,0.5389072299003601,40.21110079846389,-75.28667315133193,40.17654620560295,ok
368991294,Bologna Heliport,40.416735,-80.4220098,True,0.7611073851585388,40.417062041412144,-80.42155812178214,52.7692543630585,ok
368991305,Kelly Heliport,40.4417685,-75.3246219,True,0.7809097766876221,40.44156216915199,-75.32481739271842,28.28568249502083,ok
368991330,Quaker Pike Heliport,40.3501019,-75.3996221,False,0.0,,,,ok
368991359,Benjamin Heliport,40.783397,-78.666416,False,0.0,,,,ok
368991366,Bethlehem Township Volunteer Fire Company EMS Heliport,40.6750981,-75.3246237,True,0.783211350440979,40.67539285835429,-75.3245089559778,34.17423931642917,ok
368991370,Ashland State General Hospital Heliport,40.7693597,-76.3315235,True,0.42973700165748596,40.76938636861301,-76.33140025336608,10.794269591715949,ok
368991374,Jones Heliport,40.4834271,-75.8913159,False,0.0,,,,ok
368991378,Kimball Heliport,40.4925386,-78.7323825,True,0.8128764033317566,40.49261860583903,-78.732066891184,28.13237667306101,ok
368991395,Macungie Mack Heliport,40.5000971,-75.5662974,True,0.7523308396339417,40.49976584775422,-75.56633616334409,36.97910616054302,ok
368991398,Ridge-Co Heliport,40.5056282,-78.0669499,False,0.0,,,,ok
368991405,Franklin Heliport,41.2198041,-75.8810299,False,0.0,,,,ok
368991409,West Company Heliport,41.1667477,-76.9163534,False,0.0,,,,ok
368991416,Mountain Springs Heliport,41.7709578,-78.009427,False,0.0,,,,ok
368991420,Summers Heliport,41.6667213,-80.4164559,True,0.7704839110374451,41.66700061863097,-80.41599931851859,49.020730856639524,ok
368991423,Northeast Truck Center Heliport,41.4370237,-75.6832461,False,0.0,,,,ok
368991431,Stockdale Mine Supply Heliport,40.9611757,-79.0330902,False,0.0,,,,ok
368991435,ACCI Heliport,40.9533904,-78.2644591,True,0.36471474170684814,40.953807974335255,-78.26409297757569,55.68927909795157,ok
368991438,SJA Heliport,40.9117241,-78.2430695,False,0.0,,,,ok
368991446,Baratta Heliport,41.1250827,-75.993257,True,0.7522327303886414,41.12497883277039,-75.99304457882057,21.21236067276786,ok
368991451,Hamilton Heliport,41.0125569,-78.2986268,True,0.7689177393913269,41.0123898702659,-78.29821942550322,38.90047825330943,ok
369002683,Maryland State Police - Barrack P Heliport,39.1657637,-76.6453944,False,0.0,,,,ok
369002704,Craig Company Heliport,39.6417628,-77.749716,False,0.0,,,,ok
369002762,Grimes Properties Heliport,39.4084355,-77.3860961,True,0.44277340173721313,39.408161094008264,-77.3866347346317,55.430130168857715,ok
369002772,Tar Cove Heliport,39.1451093,-76.5013508,False,0.0,,,,ok
369002850,Nuodex Incorporated Heliport,39.2528869,-76.0843917,False,0.0,,,,ok
369002856,Dow Jones and Company Incorporated Heliport,39.0464981,-76.9835873,True,0.37276721000671387,39.04678303307582,-76.98337765337854,36.491041733903735,ok
369002865,Kent and Queen Annes Hospital Heliport,39.3178885,-76.0638361,False,0.0,,,,ok
369002912,Evapco Heliport,39.6538793,-77.1834913,False,0.0,,,,ok
369003445,Citizens Bank Headquarters Heliport,39.087053,-76.8971962,False,0.0,,,,ok
369042131,VAMC Heliport,40.925,-73.3061111,True,0.7791488170623779,40.92501965055695,-73.30602936160349,7.206515790523484,ok
369042139,EAB Plaza Heliport,40.7194444,-73.5827778,False,0.0,,,,ok
369042217,MDC Site 1 Heliport,42.1111855,-76.1768737,True,0.7502937912940979,42.11095530776141,-76.17680558603087,26.205640605585423,ok
369042349,Old Orchard Road Heliport,41.1165284,-73.7155233,False,0.0,,,,ok
369042411,Harris Hill Heliport,41.243506,-73.6805736,False,0.0,,,,ok
369042935,H and H Aviation Service Incorporated Heliport,42.4833931,-79.0772602,False,0.0,,,,ok
369042998,Merrill Glen Cove Heliport,40.8600952,-73.5956873,False,0.0,,,,ok
369043025,Parkers Landing Heliport,41.6545379,-74.1398673,True,0.8104336261749268,41.65450702055336,-74.1400889725212,18.7341395749937,ok
369043091,Heussler Hamburg Heliport,42.7886693,-78.8489843,True,0.7649884819984436,42.78864964944305,-78.84942229242513,35.80778310467409,ok
369043094,Eastern Long Island Heliport,41.1114879,-72.3350828,False,0.0,,,,ok
369043293,Doms Heliport,41.3667604,-74.2490382,True,0.7737917304039001,41.36657512332015,-74.24947957858825,42.20368407618727,ok
369043377,D C Helicopters Heliport,42.4917354,-77.5072101,False,0.0,,,,ok
369043424,Cove Neck Heliport,40.8837095,-73.4906778,True,0.7512257695198059,40.88361265082645,-73.49111779792943,38.52544669858443,ok
369043510,Wyde Heliport,41.6672616,-74.7354522,False,0.0,,,,ok
369043543,Mountain Fresh Farm Heliport,41.6848156,-73.9929172,False,0.0,,,,ok
