OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC,lat,lon
9503,66CAED6F-3A28-4A54-A31C-026B68C1478D,2NJ7,Foley Machinery,40-33-00.3720N,074-29-15.5530W,200.0,,HP,PISCATAWAY,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.55010333333333,-74.48765361111111
9507,C32CA9E9-93BD-45BE-8125-3BB2D2D92DAB,8NJ8,Kraemer,39-44-44.2000N,075-10-01.8000W,110.0,,HP,RICHWOOD,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.74561111111111,-75.16716666666667
9509,40532EAD-1A45-4813-A575-01A9891C49F9,14NJ,Wuerkers New Acres Farm,39-00-32.4060N,074-53-18.6150W,22.0,,HP,RIO GRANDE,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.00900166666667,-74.88850416666668
9510,79649F21-06B3-4B60-B1D1-30D673B24421,2JY6,The Ridge At Back Brook,40-26-28.5000N,074-49-41.4000W,170.0,,HP,RINGOES,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.44125,-74.82816666666666
9515,AB0DF3BB-7E88-42DD-9EE6-BD3202725D91,48NJ,Southern Training Center,39-33-42.3000N,075-28-45.3000W,6.0,,HP,SALEM,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,39.561749999999996,-75.47925000000001
9517,DCB60B2C-1DEB-49C5-BA3E-D851DF391675,17NJ,CMc Steel New Jersey,40-28-52.0000N,074-19-11.4000W,32.0,,HP,SAYREVILLE,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.48111111111111,-74.31983333333334
9520,2EF58402-022D-4A9F-A28E-BADBBA1CBF1A,1NJ9,Air Tractor,41-17-28.5000N,074-33-02.5000W,540.0,,HP,SUSSEX,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.29125,-74.55069444444445
9522,61E5A235-0E34-4C3C-8300-857C7C0EFF10,NJ40,Hovtown,40-13-08.0000N,074-05-42.0000W,82.0,,HP,TINTON FALLS,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.21888888888889,-74.095
9524,2B0D39D4-6BCE-4DA4-B7AF-D2E08E3E6BF1,95NJ,Middle Sedge Island,40-00-00.4230N,074-04-48.4930W,5.0,,HP,TOMS RIVER,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.0001175,-74.08013694444445
9525,4C520FFA-8B10-45F0-986D-413065E5F7B9,39NJ,Troop B,40-53-56.5000N,074-13-45.3000W,190.0,,HP,TOTOWA,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.899027777777775,-74.22925000000001
9526,86E33E5D-AE8B-4A02-95E0-1BE0D9D8F7C1,1NJ7,Skytop Farms,40-56-51.0000N,074-21-11.7000W,850.0,,HP,TOWACO,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.9475,-74.35324999999999
9527,751458AB-A5CD-49A7-91BC-BBE5715FB789,5NJ4,Trenton,40-12-55.0000N,074-45-58.0000W,40.0,,HP,TRENTON,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.21527777777778,-74.76611111111112
9528,2E4DB496-8290-4833-8B9A-FFCDCC926BAF,5NJ5,Atsion Helistop,39-44-34.6000N,074-43-30.2000W,60.0,,HP,TRENTON,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,39.74294444444445,-74.72505555555556
9529,F648EB0B-3C23-40FC-9DEE-261857DB9F76,10NJ,St Francis M C Helistop,40-13-06.3920N,074-44-19.5780W,55.0,,HP,TRENTON,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.21844222222222,-74.73877166666666
9530,A465A450-1FC2-447B-BA36-78B0EC9BFEA3,25JY,Heli-Ray,39-43-14.3800N,074-50-50.4000W,160.0,,HP,WATERFORD,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.72066111111111,-74.84733333333332
9531,9F3963F7-C624-4F92-8D4C-EEA98BDC0326,6NJ3,Point View Helistop,40-58-52.0000N,074-15-11.0000W,406.0,,HP,WAYNE,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.98111111111111,-74.25305555555556
9532,062A9516-3D49-4B65-A482-8EB6B762B0A4,6NJ5,Lincoln Tunnel,40-45-52.7000N,074-01-21.4000W,66.0,,HP,WEEHAWKEN,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.76463888888889,-74.0226111111111
9534,FD628F9A-1F3F-474C-BAEE-C4719B252536,6NJ6,185 Monmouth Parkway Associates Helistop,40-18-02.2200N,074-01-32.4600W,20.0,,HP,WEST LONG BRANCH,NJ,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.30061666666666,-74.02568333333333
9761,266BAF89-37AE-412E-8454-E2FCD149C213,NK32,Ny Arng,42-40-00.2830N,073-49-58.4410W,280.0,,HP,ALBANY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.66674527777778,-73.83290027777777
9762,FC7E7CE5-DB03-4DAE-BEB6-E24E0314A677,NK33,Ny State Police - Troop T,42-37-38.8776N,073-46-38.5500W,185.0,,HP,ALBANY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.627466,-73.77737499999999
9763,3626846E-43BC-48E9-8FF5-15497A3A3682,NK64,AMcH,42-39-13.4400N,073-46-32.1700W,209.0,,HP,ALBANY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.653733333333335,-73.77560277777778
9766,3093FDE9-A1A6-420A-A229-28F1E01B97A3,3NY2,Astoria,40-47-10.3640N,073-54-43.4920W,15.0,,HP,ASTORIA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.78621222222222,-73.91208111111112
9767,FA0F8A9C-79B5-4077-B1B6-3120E283F0DB,57NY,Athens Emergency Med-Evac,42-17-14.3900N,073-50-41.8000W,135.0,,HP,ATHENS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.287330555555556,-73.84494444444444
9769,65116FF0-91D8-465D-A7F8-9C9585EDECC3,0NY6,New York State Police,42-55-43.8400N,076-36-56.6000W,600.0,,HP,AUBURN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.928844444444444,-76.61572222222222
9770,BF07FAE6-6648-4232-9ED7-E979FBDC1F5E,NY12,Auburn Community Hospital,42-56-27.7900N,076-33-51.5600W,730.0,,HP,AUBURN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.94105277777778,-76.56432222222222
9775,0741F7D4-9E1E-49C8-AFB0-BF54DFE97201,22NY,Troop A Headquarters,43-01-52.8900N,078-11-11.4600W,898.0,,HP,BATAVIA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,43.03135833333333,-78.18651666666668
9781,C0DBED52-D17E-4C85-8058-F53D48A5B998,NY99,Lakeview Shock Incarceration Correctional Facility,42-24-27.3500N,079-26-21.7600W,678.0,,HP,BROCTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.40759722222222,-79.43937777777778
9783,420CF4ED-1884-4CF1-97A3-7B119FFC47D0,93NY,Taylor Fld At Fort Hamilton,40-36-19.0500N,074-01-20.1400W,19.0,,HP,BROOKLYN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.605291666666666,-74.0222611111111
9785,6761D604-4E3A-4764-AB11-C74A3D671B25,6NK5,Erie County Medical Center,42-55-44.9200N,078-49-49.4100W,728.0,,HP,BUFFALO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.92914444444444,-78.83039166666666
9791,197540DB-3544-4653-B83E-2243FDCA4B8A,96NY,Massaro,41-22-58.8300N,073-44-18.7700W,681.0,,HP,CARMEL,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.383008333333336,-73.73854722222222
9799,B758F9D3-DAC1-4382-AA85-83655EC0A0CA,3NK2,Bassett,42-41-21.0300N,074-55-17.0100W,1243.0,,HP,COOPERSTOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.689175,-74.92139166666666
9803,9DE7666E-E7C4-4B07-9884-408E5EDAFAE4,84NK,St Luke's Cornwall Hospital,41-26-04.5000N,074-02-28.0000W,264.0,,HP,CORNWALL,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.43458333333333,-74.0411111111111
9807,0EAC44D9-6CCA-448E-9A50-5B5A5E9D5810,22NK,Alstar North,42-28-35.2400N,079-19-26.7600W,642.0,,HP,DUNKIRK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.47645555555556,-79.3241
9808,6591278F-ACD7-4B94-9899-49551FE9679D,02NY,Hansen,43-07-55.6700N,075-39-18.8100W,434.0,,HP,DURHAMVILLE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.132130555555555,-75.655225
9809,890D4C80-97C3-45AC-AB88-7ADCBD56FE58,4NY5,Bistrians,40-59-15.3600N,072-10-24.2820W,70.0,,HP,EAST HAMPTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.9876,-72.17341166666667
9811,17EAE38A-3D13-495E-8C3B-0FEF93E5C40F,87NY,Clearview,40-49-34.4000N,072-44-43.4200W,14.0,,HP,EAST MORICHES,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.82622222222223,-72.74539444444444
9827,EA175EAB-A444-4202-A8F1-0735BC6D5096,3NK7,B/G,42-25-28.8600N,074-27-03.3200W,1096.0,,HP,GILBOA/GRAND GORGE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.424683333333334,-74.45092222222223
9829,864C3FDB-812E-4312-AE1C-7C3F8DAA9E79,10NK,Glens Falls Hospital,43-18-26.4100N,073-38-46.3600W,328.0,,HP,GLENS FALLS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.307336111111105,-73.64621111111111
9833,BB7DC679-2548-44BD-AD0C-90BDD1B03AE2,2NY8,Benbyre Farm,41-48-11.9700N,074-10-55.1200W,260.0,,HP,ALLIGERVILLE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.803324999999994,-74.18197777777779
9835,AA8EECCC-E565-4C74-91B7-38CACCCD1A60,NY46,Bel-Aire Farms,41-51-00.5100N,073-35-56.8000W,700.0,,HP,AMENIA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.850141666666666,-73.5991111111111
9836,EE242209-2D0E-4CA9-ACB0-D45FD35BDE72,NK50,St Mary's Hospital Elevated,42-57-16.3600N,074-12-58.8900W,335.0,,HP,AMSTERDAM,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.954544444444444,-74.21635833333333
9839,21865BF5-69A0-4F7E-A0AC-AA16B3CD4BAC,0NK7,King Street,41-06-09.6900N,073-43-31.9400W,470.0,,HP,ARMONK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.102691666666665,-73.72553888888889
9844,BADCCF45-29E8-42FB-9CE5-CD9AA2911538,8NY9,NAssau County Police,40-44-43.9800N,073-29-26.6600W,113.0,,HP,BETHPAGE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.74555,-73.49073888888888
9845,392CC347-429A-4C44-9269-ADF5E1D443EA,6JY8,Cablevision Bethpage,40-45-34.8300N,073-29-47.4100W,130.1,,HP,BETHPAGE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.759675,-73.49650277777778
9849,26636209-AE54-42E9-A6DF-5F63673E6E2C,NK23,Tetz Landing,41-32-54.7800N,074-28-06.6800W,1036.0,,HP,BLOOMINGBURG,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.54855,-74.46852222222222
9851,9974D00D-910F-4628-A5B5-9E19A0E674F6,8NY6,Mercy Hospital of Buffalo,42-50-49.9600N,078-48-41.4300W,631.0,,HP,BUFFALO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.847211111111115,-78.81150833333334
9853,6AE10B24-4E45-4BF1-AA63-3E16AAF2B447,56NK,Buffalo General Hospital,42-54-04.0200N,078-51-59.3600W,1026.0,,HP,BUFFALO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.90111666666667,-78.86648888888888
9859,64DD5C34-8DDE-475E-BD27-21793A8213B1,NK55,Onondaga County Sheriff's Department,43-05-06.2400N,076-17-13.4450W,400.0,,HP,CAMILLUS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.08506666666667,-76.28706805555555
9865,5B866D4E-50D4-4547-BBD0-E8E1A4FDD2F4,2NY2,High View Too,41-20-58.8000N,074-19-59.4000W,586.0,,HP,CHESTER,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.34966666666667,-74.33316666666666
9873,5326CB91-660B-4055-BC5C-423553BC79B8,37NY,Cuba Meml Hospital,42-12-47.7200N,078-17-13.2500W,1600.0,,HP,CUBA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.213255555555556,-78.2870138888889
9879,F1AF5F5E-F4A2-4780-8684-D053EDFCFA96,51NK,The Moriches Bay,40-47-57.6000N,072-45-46.8000W,5.0,,HP,EAST MORICHES,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.79933333333333,-72.763
9886,89D1FFB8-5C83-480E-8A07-6A4D5BCF224A,3NK9,Arnot Ogden Hospital,42-06-02.4000N,076-49-35.0000W,909.0,,HP,ELMIRA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.10066666666667,-76.82638888888889
9888,B08EA83F-9DD9-4CE2-809D-04781398F530,4NY9,Belmont Park,40-42-52.3680N,073-42-37.4710W,72.0,,HP,ELMONT,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.71454666666667,-73.71040861111112
9900,423A489F-5EC6-49D5-87AC-AD55EB0A2133,58NY,Freeport,40-39-00.0700N,073-34-03.5100W,28.0,,HP,FREEPORT,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.650019444444446,-73.56764166666666
9909,5D281917-BB6A-4424-A3D5-89D1DD054FDE,NK48,Eastern Long Island,41-06-35.8400N,072-21-36.3800W,6.0,,HP,GREENPORT,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.10995555555556,-72.36010555555555
9915,66C4AA93-D152-4D33-BF9A-356E6881A8EA,NK58,Gibraltar,42-31-42.2190N,078-54-26.1200W,770.0,,HP,HAMBURG,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.528394166666665,-78.90725555555557
9919,D83241D0-A378-44AA-833E-D0A032354ED7,3NK1,Catskill Rgnl Medical Center,41-42-31.4700N,074-44-10.8500W,1250.0,,HP,HARRIS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0,41.70874166666667,-74.73634722222222
9920,103C8D95-78C5-4641-9636-4C9F16EFF394,H43,Haverstraw,41-12-39.5000N,073-58-11.1500W,12.0,,HP,HAVERSTRAW,NY,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.210972222222225,-73.96976388888889
9923,DE0261CD-9259-4FB5-9ECE-229DAC04EA76,1NK9,Huntington Emergency Helistop,40-53-02.3530N,073-25-22.4320W,12.0,,HP,HUNTINGTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.883986944444445,-73.42289777777778
9924,AF591F3D-74EA-423E-9176-6C26BC68844B,6NK6,New York State D E C  Indian Lake,43-46-04.4000N,074-15-48.5300W,1705.0,,HP,INDIAN LAKE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.76788888888889,-74.26348055555556
9933,18C12E31-FAAC-4676-9E6B-CE5882068D92,6NY8,Tech City Properties,41-58-24.5600N,073-59-49.0000W,170.0,,HP,KINGSTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.97348888888889,-73.99694444444445
9934,8E94E645-2DEF-4C36-8C1E-4BD811BE21B6,09NY,D Storm Meml,41-55-25.7400N,074-02-33.9000W,254.0,,HP,KINGSTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.92381666666667,-74.04275
9943,41557729-25CC-4096-9775-E1A7EA63E581,7NY3,North Shore University Hospital,40-46-41.1000N,073-42-06.8000W,222.0,,HP,MANHASSET,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.778083333333335,-73.70188888888889
9944,C44A0201-7B7A-4A57-B392-774722E765F2,6NK3,North Shore University Hospital Nr 2,40-46-30.7700N,073-41-59.4100W,153.0,,HP,MANHASSET,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.775213888888885,-73.69983611111111
9948,27A0E6B7-C709-4772-8B9C-FEE922E40347,6NK9,Cec,43-10-38.7900N,075-13-38.7700W,1072.0,,HP,MARCY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.17744166666667,-75.22743611111112
9951,E961F6FF-1675-4FB0-B987-E747966CB545,NK75,Thomas E Perdue,44-56-12.2400N,074-54-32.7700W,260.0,,HP,MASSENA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,44.93673333333333,-74.90910277777779
9953,F07D7F52-FC2C-4221-90D2-0D21B45F5CC6,NY93,Phillipsburg Landing,41-25-56.4000N,074-21-54.6000W,430.0,,HP,MIDDLETOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.43233333333333,-74.36516666666667
9954,A582BF83-0490-4BB2-969B-6D4396CC1453,70NY,Lakeside,41-25-18.8800N,074-34-15.4800W,876.0,,HP,MIDDLETOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.42191111111111,-74.57096666666666
9955,FE475A01-77EF-4BF9-B7D3-48318590DACC,6NY0,Orange Rgnl Medical Center,41-26-33.7500N,074-22-00.8000W,437.0,,HP,MIDDLETOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.44270833333333,-74.36688888888888
9957,DD5E97B3-50CF-4E3A-A12F-0D40CFD92638,7NY5,State Police Troop K,41-47-00.3370N,073-45-15.4670W,350.0,,HP,MILLBROOK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.78342694444444,-73.75429638888889
9958,DFE1D7A0-4158-4623-AE49-BDAB550D2BEC,4NK7,Apollo Flds,41-49-52.4500N,073-39-33.5500W,945.0,,HP,MILLBROOK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.83123611111112,-73.65931944444445
9960,74180306-C813-47AD-BBAE-ACE25C91CAB6,NK37,Nyu Langone Hospital/Long Island,40-44-30.3640N,073-38-38.4640W,156.0,,HP,MINEOLA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.74176777777778,-73.64401777777779
9966,B1C08045-C4FB-4518-91ED-40301B8B6724,8NK5,St Luke's Cornwall Hospital-Newburgh,41-30-09.7400N,074-00-56.0400W,193.0,,HP,NEWBURGH,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.50270555555556,-74.01556666666667
9970,04DF1251-2979-4F8A-A076-F7A5BE744CEB,NK39,One Police Plaza,40-42-45.0700N,074-00-06.1900W,244.0,,HP,NEW YORK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.712519444444446,-74.00171944444445
9972,4DF377F8-B46A-4E66-8292-DF3093B19AD2,JRB,Downtown Manhattan/Wall St,40-42-04.3690N,074-00-32.5020W,7.0,KJRB,HP,NEW YORK,NY,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0,40.701213611111115,-74.00902833333333
9973,5E684A2D-94A1-42EC-B20F-71EEB0C85339,JRA,West 30th St,40-45-17.6500N,074-00-25.4150W,7.0,KJRA,HP,NEW YORK,NY,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0,40.75490277777778,-74.00705972222222
9974,9D6100BF-1DB0-4D5B-9A78-E7C6B2FE924B,6N5,East 34th Street,40-44-32.8100N,073-58-19.6400W,10.0,,HP,NEW YORK,NY,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0,40.742447222222225,-73.97212222222223
9978,37B2D49F-AC23-4F98-A14D-9A0511D9B909,26NY,VaMc,40-53-28.5800N,073-18-32.5100W,100.0,,HP,NORTHPORT,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.89127222222222,-73.30903055555555
9985,CAB012CA-EB6F-4A66-BB80-DC95A185F63C,5NK4,Olean General,42-05-30.8600N,078-25-42.4200W,1430.0,,HP,OLEAN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,OBJECTIONABLE,0,0,0,0,0,0,42.091905555555556,-78.42845
9988,E15CFDE8-030E-4833-9ACB-9F7F22395761,13NK,Quaker Valley Farm,41-35-51.0000N,073-31-53.4000W,1100.0,,HP,PAWLING,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.597500000000004,-73.5315
9989,D61E0998-6924-46C5-A121-8E06DAC84A6C,NY47,Wyeth Ayerst,41-04-40.3500N,074-01-29.3900W,270.0,,HP,PEARL RIVER,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.077875000000006,-74.02483055555555
9999,9F8BFADE-E281-4D9F-8E52-9AA35319AD41,NK95,Bastek,41-19-15.3400N,074-30-15.5720W,450.0,,HP,PINE ISLAND,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.32092777777778,-74.50432555555555
10000,F339D172-C01D-42FE-AFDE-940F6D45194B,0NK4,Medical Center,40-43-35.3000N,073-33-09.9600W,80.0,,HP,HEMPSTEAD,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.72647222222223,-73.55276666666667
10007,F65899C5-1116-48D3-B401-3863395C2FFA,NK56,Fishkill Plant,41-32-36.3360N,073-49-08.4810W,250.0,,HP,HOPEWELL JUNCTION,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.54342666666666,-73.8190225
10011,2AA5E9C3-1262-4D3F-AF88-488D8DB3010E,4NK0,Wca Hospital,42-05-32.0100N,079-13-53.4700W,1340.0,,HP,JAMESTOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.092225,-79.23151944444444
10015,55271427-E0C1-42F2-9EB5-BD5DAEF49A5C,9NY1,Wilson Meml Rgnl Medical Center,42-06-52.1448N,075-57-29.1249W,979.0,,HP,JOHNSON CITY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.11448466666667,-75.95809025
10022,C29FC871-1863-49E0-AA02-13525F7E8B7C,NK14,Little Falls Ems,43-02-27.1600N,074-50-11.9700W,544.0,,HP,LITTLE FALLS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.04087777777777,-74.83665833333333
10031,FA61F294-E6F7-4F75-8EC1-3BD6C0EA6345,NY90,Medina Meml Hospital,43-13-19.7200N,078-23-50.5800W,533.0,,HP,MEDINA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,43.222144444444446,-78.39738333333334
10032,903B8DCE-FEE2-42E6-A9F7-7D2147E68E37,14NY,Windy's,40-47-52.0000N,073-25-04.2000W,222.0,,HP,MELVILLE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.797777777777775,-73.41783333333333
